 ,Area,Mean,Min,Max,X,Y,Ch,Slice,Frame
1,0,1771,1771,1771,90.667,472.667,1,1,1
2,0,3553,3553,3553,298.667,310.667,1,1,1
3,0,2308,2308,2308,258.000,316.667,1,1,1
4,0,2705,2705,2705,187.333,292.000,1,4,1
5,0,1701,1701,1701,136.667,411.333,1,3,1
6,0,2176,2176,2176,186.667,228.667,1,3,1
7,0,6067,6067,6067,343.333,308.000,1,5,1
8,0,2925,2925,2925,260.667,344.000,1,5,1
9,0,2798,2798,2798,206.000,286.000,1,6,1
10,0,2456,2456,2456,224.667,288.667,1,6,1
11,0,3002,3002,3002,224.000,266.000,1,11,1
12,0,2490,2490,2490,143.333,236.667,1,6,1
13,0,3024,3024,3024,208.667,50.667,1,4,1
14,0,2528,2528,2528,258.000,302.000,1,7,1
15,0,1590,1590,1590,104.667,246.000,1,9,1
16,0,1496,1496,1496,62.000,279.333,1,8,1
17,0,1915,1915,1915,228.000,327.333,1,8,1
18,0,3068,3068,3068,352.000,305.333,1,14,1
19,0,3179,3179,3179,330.667,276.000,1,13,1
20,0,2315,2315,2315,269.333,332.000,1,12,1
21,0,3310,3310,3310,294.000,300.000,1,12,1
22,0,2597,2597,2597,275.333,297.333,1,12,1
23,0,2518,2518,2518,268.667,310.000,1,12,1
24,0,2987,2987,2987,313.333,340.667,1,15,1
25,0,3388,3388,3388,294.000,240.000,1,12,1
26,0,3099,3099,3099,308.000,201.333,1,14,1
27,0,1552,1552,1552,132.667,463.333,1,7,1
28,0,1992,1992,1992,345.333,254.000,1,15,1
