 ,Area,Mean,Min,Max,X,Y,Ch,Slice,Frame
1,0,3469,3469,3469,398.000,264.000,1,1,1
2,0,3698,3698,3698,317.000,197.000,1,1,1
3,0,4231,4231,4231,291.000,196.000,1,1,1
4,0,3842,3842,3842,226.000,237.000,1,1,1
5,0,3928,3928,3928,186.000,109.000,1,1,1
6,0,3015,3015,3015,243.000,343.000,1,1,1
7,0,5575,5575,5575,246.000,192.000,1,3,1
8,0,5795,5795,5795,262.000,170.000,1,4,1
9,0,2501,2501,2501,33.000,369.000,1,6,1
10,0,3150,3150,3150,213.000,87.000,1,3,1
11,0,2748,2748,2748,206.500,31.500,1,2,1
12,0,3705,3705,3705,174.000,116.000,1,4,1
13,0,4160,4160,4160,147.500,122.000,1,5,1
14,0,3901,3901,3901,169.500,119.000,1,9,1
15,0,3679,3679,3679,101.500,137.000,1,10,1
16,0,4125,4125,4125,114.500,130.500,1,13,1
17,0,2664,2664,2664,129.500,39.500,1,15,1
18,0,4417,4417,4417,213.500,211.000,1,10,1
19,0,3559,3559,3559,211.000,111.500,1,6,1
20,0,1920,1920,1920,158.500,10.500,1,12,1
21,0,4648,4648,4648,230.000,172.000,1,14,1
22,0,4462,4462,4462,247.000,164.500,1,15,1
23,0,2417,2417,2417,216.000,91.500,1,13,1
24,0,2506,2506,2506,203.500,126.000,1,18,1
25,0,2309,2309,2309,327.000,13.000,1,2,1
26,0,2317,2317,2317,287.000,143.000,1,3,1
27,0,2512,2512,2512,318.000,127.000,1,5,1
28,0,4130,4130,4130,293.000,99.000,1,7,1
29,0,3030,3030,3030,270.000,82.000,1,8,1
30,0,2964,2964,2964,278.000,74.000,1,11,1
31,0,2951,2951,2951,277.000,31.000,1,11,1
32,0,4789,4789,4789,363.000,130.000,1,8,1
33,0,2040,2040,2040,427.000,140.000,1,9,1
34,0,3142,3142,3142,316.000,74.000,1,6,1
35,0,2387,2387,2387,285.500,180.000,1,7,1
36,0,2863,2863,2863,303.500,199.500,1,8,1
37,0,2614,2614,2614,324.000,191.000,1,9,1
38,0,2943,2943,2943,339.000,207.000,1,7,1
39,0,3732,3732,3732,274.000,152.500,1,12,1
40,0,2078,2078,2078,474.500,223.500,1,11,1
41,0,3816,3816,3816,268.500,224.000,1,12,1
42,0,2542,2542,2542,355.000,243.333,1,7,1
43,0,2412,2412,2412,338.333,250.667,1,9,1
44,0,2678,2678,2678,379.667,299.333,1,13,1
45,0,1670,1670,1670,403.667,362.000,1,15,1
46,0,1710,1710,1710,322.500,355.500,1,13,1
47,0,2893,2893,2893,268.500,285.500,1,14,1
48,0,1796,1796,1796,323.000,401.500,1,10,1
49,0,1576,1576,1576,277.000,373.000,1,10,1
50,0,3042,3042,3042,394.500,317.500,1,5,1
51,0,3108,3108,3108,390.500,356.500,1,3,1
52,0,1698,1698,1698,269.000,486.000,1,15,1
53,0,2031,2031,2031,171.500,497.500,1,2,1
54,0,4053,4053,4053,194.500,305.500,1,6,1
55,0,3828,3828,3828,216.500,262.500,1,10,1
56,0,4247,4247,4247,224.500,275.000,1,6,1
57,0,2571,2571,2571,232.000,349.000,1,6,1
58,0,5535,5535,5535,197.500,359.000,1,9,1
59,0,2277,2277,2277,186.500,316.000,1,9,1
60,0,4328,4328,4328,180.500,259.000,1,9,1
61,0,3835,3835,3835,204.500,338.500,1,14,1
62,0,2170,2170,2170,106.000,365.500,1,15,1
63,0,2640,2640,2640,218.000,393.500,1,14,1
64,0,1988,1988,1988,202.000,384.000,1,15,1
65,0,1630,1630,1630,230.000,421.000,1,13,1
66,0,1776,1776,1776,244.000,436.500,1,15,1
67,0,2257,2257,2257,184.000,312.000,1,15,1
68,0,1801,1801,1801,259.333,425.333,1,6,1
